"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","RURAL_URBAN","RURAL_URBAN_NAME","RURAL_URBAN_CODE","RURAL_URBAN_TYPE","RURAL_URBAN_TYPECODE","RURAL_URBAN_SORTORDER","CELL","CELL_NAME","CELL_CODE","CELL_TYPE","CELL_TYPECODE","CELL_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2011","2011","2011","date",0,0,"1249912977","Bradford 002B","E01010693","2011 super output areas - lower layer",298,5,"0","Total","0","2011 rural-urban classification",2000,0,"1","1 person in household","QS406EW0002","Household Size",10000,1,"20100","Value",97,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912977d0d1d20100",46,2808
"2011","2011","2011","date",0,0,"1249912977","Bradford 002B","E01010693","2011 super output areas - lower layer",298,5,"0","Total","0","2011 rural-urban classification",2000,0,"2","2 people in household","QS406EW0003","Household Size",10000,2,"20100","Value",243,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912977d0d2d20100",47,2808
"2011","2011","2011","date",0,0,"1249912977","Bradford 002B","E01010693","2011 super output areas - lower layer",298,5,"0","Total","0","2011 rural-urban classification",2000,0,"3","3 people in household","QS406EW0004","Household Size",10000,3,"20100","Value",73,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912977d0d3d20100",48,2808
"2011","2011","2011","date",0,0,"1249912977","Bradford 002B","E01010693","2011 super output areas - lower layer",298,5,"0","Total","0","2011 rural-urban classification",2000,0,"4","4 people in household","QS406EW0005","Household Size",10000,4,"20100","Value",101,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912977d0d4d20100",49,2808
"2011","2011","2011","date",0,0,"1249912977","Bradford 002B","E01010693","2011 super output areas - lower layer",298,5,"0","Total","0","2011 rural-urban classification",2000,0,"5","5 people in household","QS406EW0006","Household Size",10000,5,"20100","Value",35,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912977d0d5d20100",50,2808
"2011","2011","2011","date",0,0,"1249912977","Bradford 002B","E01010693","2011 super output areas - lower layer",298,5,"0","Total","0","2011 rural-urban classification",2000,0,"6","6 people in household","QS406EW0007","Household Size",10000,6,"20100","Value",10,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912977d0d6d20100",51,2808
"2011","2011","2011","date",0,0,"1249912977","Bradford 002B","E01010693","2011 super output areas - lower layer",298,5,"0","Total","0","2011 rural-urban classification",2000,0,"7","7 people in household","QS406EW0008","Household Size",10000,7,"20100","Value",1,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912977d0d7d20100",52,2808
"2011","2011","2011","date",0,0,"1249912977","Bradford 002B","E01010693","2011 super output areas - lower layer",298,5,"0","Total","0","2011 rural-urban classification",2000,0,"8","8 or more people in household","QS406EW0009","Household Size",10000,8,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912977d0d8d20100",53,2808
"2011","2011","2011","date",0,0,"1249912978","Bradford 002C","E01010694","2011 super output areas - lower layer",298,6,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Household size","QS406EW0001","Household Size",10000,0,"20100","Value",621,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912978d0d0d20100",54,2808
"2011","2011","2011","date",0,0,"1249912978","Bradford 002C","E01010694","2011 super output areas - lower layer",298,6,"0","Total","0","2011 rural-urban classification",2000,0,"1","1 person in household","QS406EW0002","Household Size",10000,1,"20100","Value",141,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912978d0d1d20100",55,2808
"2011","2011","2011","date",0,0,"1249912978","Bradford 002C","E01010694","2011 super output areas - lower layer",298,6,"0","Total","0","2011 rural-urban classification",2000,0,"2","2 people in household","QS406EW0003","Household Size",10000,2,"20100","Value",272,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912978d0d2d20100",56,2808
"2011","2011","2011","date",0,0,"1249912978","Bradford 002C","E01010694","2011 super output areas - lower layer",298,6,"0","Total","0","2011 rural-urban classification",2000,0,"3","3 people in household","QS406EW0004","Household Size",10000,3,"20100","Value",81,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912978d0d3d20100",57,2808
"2011","2011","2011","date",0,0,"1249912978","Bradford 002C","E01010694","2011 super output areas - lower layer",298,6,"0","Total","0","2011 rural-urban classification",2000,0,"4","4 people in household","QS406EW0005","Household Size",10000,4,"20100","Value",81,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912978d0d4d20100",58,2808
"2011","2011","2011","date",0,0,"1249912978","Bradford 002C","E01010694","2011 super output areas - lower layer",298,6,"0","Total","0","2011 rural-urban classification",2000,0,"5","5 people in household","QS406EW0006","Household Size",10000,5,"20100","Value",35,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912978d0d5d20100",59,2808
"2011","2011","2011","date",0,0,"1249912978","Bradford 002C","E01010694","2011 super output areas - lower layer",298,6,"0","Total","0","2011 rural-urban classification",2000,0,"6","6 people in household","QS406EW0007","Household Size",10000,6,"20100","Value",10,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912978d0d6d20100",60,2808
"2011","2011","2011","date",0,0,"1249912978","Bradford 002C","E01010694","2011 super output areas - lower layer",298,6,"0","Total","0","2011 rural-urban classification",2000,0,"7","7 people in household","QS406EW0008","Household Size",10000,7,"20100","Value",1,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912978d0d7d20100",61,2808
"2011","2011","2011","date",0,0,"1249912978","Bradford 002C","E01010694","2011 super output areas - lower layer",298,6,"0","Total","0","2011 rural-urban classification",2000,0,"8","8 or more people in household","QS406EW0009","Household Size",10000,8,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912978d0d8d20100",62,2808
"2011","2011","2011","date",0,0,"1249912979","Bradford 002D","E01010695","2011 super output areas - lower layer",298,7,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Household size","QS406EW0001","Household Size",10000,0,"20100","Value",843,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912979d0d0d20100",63,2808
"2011","2011","2011","date",0,0,"1249912979","Bradford 002D","E01010695","2011 super output areas - lower layer",298,7,"0","Total","0","2011 rural-urban classification",2000,0,"1","1 person in household","QS406EW0002","Household Size",10000,1,"20100","Value",390,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912979d0d1d20100",64,2808
"2011","2011","2011","date",0,0,"1249912979","Bradford 002D","E01010695","2011 super output areas - lower layer",298,7,"0","Total","0","2011 rural-urban classification",2000,0,"2","2 people in household","QS406EW0003","Household Size",10000,2,"20100","Value",251,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912979d0d2d20100",65,2808
"2011","2011","2011","date",0,0,"1249912979","Bradford 002D","E01010695","2011 super output areas - lower layer",298,7,"0","Total","0","2011 rural-urban classification",2000,0,"3","3 people in household","QS406EW0004","Household Size",10000,3,"20100","Value",92,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912979d0d3d20100",66,2808
"2011","2011","2011","date",0,0,"1249912979","Bradford 002D","E01010695","2011 super output areas - lower layer",298,7,"0","Total","0","2011 rural-urban classification",2000,0,"4","4 people in household","QS406EW0005","Household Size",10000,4,"20100","Value",80,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912979d0d4d20100",67,2808
"2011","2011","2011","date",0,0,"1249912979","Bradford 002D","E01010695","2011 super output areas - lower layer",298,7,"0","Total","0","2011 rural-urban classification",2000,0,"5","5 people in household","QS406EW0006","Household Size",10000,5,"20100","Value",29,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912979d0d5d20100",68,2808
"2011","2011","2011","date",0,0,"1249912979","Bradford 002D","E01010695","2011 super output areas - lower layer",298,7,"0","Total","0","2011 rural-urban classification",2000,0,"6","6 people in household","QS406EW0007","Household Size",10000,6,"20100","Value",1,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912979d0d6d20100",69,2808
"2011","2011","2011","date",0,0,"1249912979","Bradford 002D","E01010695","2011 super output areas - lower layer",298,7,"0","Total","0","2011 rural-urban classification",2000,0,"7","7 people in household","QS406EW0008","Household Size",10000,7,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912979d0d7d20100",70,2808
"2011","2011","2011","date",0,0,"1249912979","Bradford 002D","E01010695","2011 super output areas - lower layer",298,7,"0","Total","0","2011 rural-urban classification",2000,0,"8","8 or more people in household","QS406EW0009","Household Size",10000,8,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912979d0d8d20100",71,2808
"2011","2011","2011","date",0,0,"1249912980","Bradford 002E","E01010696","2011 super output areas - lower layer",298,8,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Household size","QS406EW0001","Household Size",10000,0,"20100","Value",600,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912980d0d0d20100",72,2808
"2011","2011","2011","date",0,0,"1249912980","Bradford 002E","E01010696","2011 super output areas - lower layer",298,8,"0","Total","0","2011 rural-urban classification",2000,0,"1","1 person in household","QS406EW0002","Household Size",10000,1,"20100","Value",131,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912980d0d1d20100",73,2808
